
******************** RISK RUN START (11/20/2010 11:18:24 PM - ) ********************

11/20/2010 11:18:24 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 30-Dec-2009 Official -e
11/20/2010 11:18:37 PM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20091230/Next-Data\OptexCurves.20091230.CSV -e
11/20/2010 11:18:43 PM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/20/2010 11:19:01 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 29-Dec-2009 30-Dec-2009 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20091230/logs/CopySwapRate.csv -e
11/20/2010 11:19:07 PM - 	Found 86 quotes for 29-Dec-2009
11/20/2010 11:19:07 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 11:19:08 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20091230/Next-Data\FXRates.20091230.CSV -e
11/20/2010 11:19:15 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportTrancheQuotes.py C:/Quantifi/NightlyBatch/20091230/Next-Data\CreditIndexTrancheMarks.20091230.CSV -e
11/20/2010 11:19:23 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 29-Dec-2009 30-Dec-2009 --quoteType="Tranche Fee" -m "Insert" -f C:/Quantifi/NightlyBatch/20091230/logs/CopyTrancheFee.csv -e
11/20/2010 11:19:29 PM - 	Found 18 quotes for 29-Dec-2009
11/20/2010 11:19:29 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 11:19:30 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 29-Dec-2009 30-Dec-2009 --quoteType="Tranche Premium" -m "Insert" -f C:/Quantifi/NightlyBatch/20091230/logs/CopyTranchePremium.csv -e
11/20/2010 11:19:36 PM - 	Found 66 quotes for 29-Dec-2009
11/20/2010 11:19:36 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 11:19:37 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 29-Dec-2009 30-Dec-2009 --quoteType="CDX Spread" -m "Insert" -f C:/Quantifi/NightlyBatch/20091230/logs/CopyCDXSpread.csv -e
11/20/2010 11:19:43 PM - 	Found 15 quotes for 29-Dec-2009
11/20/2010 11:19:44 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 11:19:44 PM - Script call: C:/Quantifi/9.4.1/bin/ImportNextData.py C:/Quantifi/NightlyBatch/20091230/Next-Data\CDSSpreads.20091230.CSV -e
11/20/2010 11:20:40 PM - 	Mapping outdated REDs to previous tickers
11/20/2010 11:20:41 PM - 	Quote  DANACO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  MLCOM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  FNMA-New.USD.Subordinated.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  WCPINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  CAWILD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  DNHOLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  STOL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  EDSLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  NEXTEI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  DEXBB-AGM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:41 PM - 	Quote  GRTELV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  KMINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  MKCINC-MSDC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  MGMRI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  STNBDK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  CTSGL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  SWLHLD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  GMAINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  AGASNV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  AGASNV.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  PHMG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  PHMG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  USTLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:42 PM - 	Quote  CSMPTE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  TCHNI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CVSHLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  INTSAT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  MONTE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  RENSEL.JPY.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  VIAINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  SPMD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  SPMD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:43 PM - 	Would update 54 and Create 0 PhoenixRefId Tags.
11/20/2010 11:20:43 PM - 	Would update 54 and Create 0 TRACS ID Tags.
11/20/2010 11:20:43 PM - 	Would update 54 and Create 0 Moodys ratings.
11/20/2010 11:20:43 PM - 	Would update 54 and Create 0 SnP ratings.
11/20/2010 11:20:43 PM - 	Committing Changes ...
11/20/2010 11:20:44 PM - 	... Changes Committed.
11/20/2010 11:20:44 PM - 	Mapping future REDs to tickers
11/20/2010 11:20:44 PM - 	Quote  CK-Witco.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  SSCC-StonConCo.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  ISFBA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  KAUPST.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  AL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  AL.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:44 PM - 	Quote  ALYON.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  AT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  AT.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  AHC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  BACF.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  BACF.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  PDG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  BASF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  BSC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  VZINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  VZINC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  BLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  CCMLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  CVX1.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  CA.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  CORUS.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  DCX.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:45 PM - 	Quote  DELL.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  STOIL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  D-ConsNatGas.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  DSM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  DUKPCO.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 11:20:46 PM - 	Quote  ECHOC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
